pdb_id,resolution,r_free
7g1h,1.12,0.1609
7g1u,1.14,0.1798
7g1z,1.12,0.1641
7g2r,1.7,0.2054
7g2t,1.55,0.2062
7g2y,1.68,0.2195
7g37,1.77,0.2321
7g3b,1.56,0.2126
7g4j,2.38,0.2597
7g4u,1.77,0.2343
7g4y,1.88,0.2252
7g58,1.91,0.2308
7g5d,1.81,0.2246
7g5w,1.96,0.2341
7g60,1.41,0.1881
7g64,2.0,0.2486
7g6h,1.9,0.243
7g7b,1.79,0.2301
7g7v,1.62,0.2154
7g7w,1.61,0.2133
7g88,1.869,0.2442
7g8c,2.176,0.2552
7g8d,1.937,0.2359
7g8e,1.79,0.2231
7g8z,1.509,0.2207
7g97,2.3,0.249
7g9a,2.583,0.295
7g9d,2.659,0.2862
7g9u,1.689,0.2258
7gai,1.97,0.2809
7gam,1.75,0.2344
7gan,2.09,0.2559
7gaw,1.812,0.252
7gb2,1.5,0.2033
7gbf,1.769,0.2129
7gbq,1.72,0.2263
7gbs,1.54,0.2108
7gbw,1.559,0.2402
7gc0,1.579,0.2152
7gcf,1.419,0.2125
7gcv,1.964,0.2289
7gcx,1.75,0.2252
7gd7,1.509,0.2111
7gd8,1.64,0.2181
7gdm,1.52,0.2165
7gej,1.742,0.2512
7geo,1.499,0.2243
7gf5,1.37,0.2127
7gfx,1.55,0.2578
7gg2,1.721,0.2749
7gg6,1.599,0.2451
7gg7,1.51,0.2074
7gg9,1.54,0.2297
7ggb,1.381,0.1988
7ggi,1.65,0.2097
7ggm,1.839,0.2351
7ggt,1.82,0.2253
7ggv,1.97,0.235
7gh2,1.62,0.2181
7gi1,1.625,0.2574
7gi6,1.694,0.2645
7gio,2.035,0.2617
7gjc,1.932,0.2858
7gjr,2.25,0.3027
7gk5,1.97,0.2679
7gk8,2.2,0.289
7gkb,1.96,0.2845
7gkm,1.95,0.2798
7gkx,1.866,0.282
7gl8,1.637,0.242
7gln,1.836,0.24
7gly,1.805,0.2429
7gmb,2.207,0.246
7gmg,1.81,0.2382
7gmr,1.837,0.2494
7gmz,1.617,0.2479
7gn2,1.735,0.2416
7gnf,1.69,0.251
7gns,1.617,0.265
7go9,1.47,0.21935
7gp1,1.61,0.22701
7gpg,1.31,0.19797
7gpk,1.39,0.22685
7gpm,1.46,0.22083
7gpx,1.2,0.18836
7gpy,1.5,0.21018
7gq1,1.32,0.20574
7gq7,1.28,0.19765
7gqf,1.34,0.20297
7gqi,1.49,0.21468
7gqs,1.57,0.2185
7grj,1.74,0.2678
7gs1,1.74,0.2454
7gs5,1.88,0.2471
7gsl,1.77,0.2255
7gsx,1.67,0.2225
7gtr,1.78,0.2308
7gtv,1.72,0.2359
7gu5,1.52,0.2273
7gud,1.8,0.199
7gun,1.8,0.208
7gvd,1.85,0.196
7gve,1.85,0.206
7gvh,1.85,0.202
7gvm,1.9,0.223
7gw4,1.75,0.19
7gwb,1.75,0.191
7gwl,1.9,0.203
7gwo,1.9,0.204
7gwv,1.7,0.21
7gx8,1.7,0.209
7gxa,1.95,0.205
7gy5,1.92,0.218
7gys,2.15,0.214
7gz5,1.05,0.1796
7gzc,1.185,0.212
7gze,1.14,0.1995
7gzl,1.16,0.2143
7h04,1.15,0.1945
7h08,1.3,0.2195
7h0p,1.31,0.2396
7h10,1.18,0.2056
7h19,1.15,0.1729
7h1g,1.24,0.2035
7h1m,1.609,0.2745
7h1v,1.36,0.243
7h4g,1.72,0.27238
7h4o,2.2,0.3007
7h4x,1.51,0.26673
7h55,1.12,0.19732
7h57,1.988,0.2008
7h5a,2.0,0.2742
7h5l,1.856,0.204
7h5u,1.99,0.2343
7h67,1.35,0.17551
7h69,1.67,0.19378
7h70,1.39,0.20883
7h73,1.38,0.2072
7h75,1.44,0.20942
7h87,1.53,0.22882
7h8f,1.42,0.21779
7h93,1.44,0.22267
7h9b,1.61,0.22172
7h9e,1.49,0.21618
7h9u,1.94,0.2297
7ha8,2.22,0.249
7har,1.77,0.1945
7hau,1.75,0.2121
7haz,1.68,0.2108
7hbi,1.6,0.243
7hbk,2.14,0.2312
7hbx,2.25,0.2556
7hcn,1.0,0.1727
7hcs,0.99,0.165
7hcu,1.01,0.1703
7hcz,1.02,0.155
7hd5,1.01,0.1679
7hdd,1.02,0.1603
7hdl,1.0,0.1688
7hdq,0.98,0.1575
7he1,1.04,0.1707
7heg,1.02,0.1583
7hhl,1.71,0.2461
7hhu,1.03,0.1793
7hil,1.65,0.1973
7hji,1.55,0.2256
7hjw,1.58,0.23
7hk6,2.62,0.2329
7hl4,1.78,0.23635
7hla,1.23,0.1902
7hls,1.15,0.1946
7hmg,1.32,0.1845
7hn3,1.28,0.1983
7hn6,1.4,0.212
7hn9,1.22,0.1949
7hnz,1.15,0.1891
7hod,1.42,0.28099
7hoz,1.58,0.31093
7hp2,1.54,0.29563
7hp4,1.48,0.29674
7hpc,2.1,0.2861
7hps,1.01,0.154
7hpu,1.02,0.1605
7hpy,1.02,0.1657
7hq0,0.99,0.1627
7hq5,0.99,0.1869
7hqe,1.0,0.163
7hqn,0.99,0.1556
7hr8,2.658,0.3341
7hrd,1.66,0.2959
7hrp,2.178,0.2934
7hrq,1.911,0.2724
7hs1,2.48,0.3128
7hs8,2.57,0.3154
7htf,2.23,0.3311
7hti,2.141,0.2992
7hto,1.79,0.2714
7hu8,1.731,0.3113
7huf,1.55,0.3117
7hut,1.47,0.2121
7hv0,1.42,0.2214
7hvc,1.355,0.2488
7hvf,1.489,0.2287
7hvl,1.396,0.2092
7hw5,1.409,0.212
7hwh,2.221,0.3316
7hwv,1.359,0.2287
7hww,1.6,0.2458
7hxv,1.528,0.2278
7hy5,1.92,0.2856
7hye,1.501,0.221
7hz1,1.45,0.2031
7hzx,2.36,0.3199
7i03,2.16,0.2832
7i06,1.81,0.2555
7i0c,2.11,0.2676
7i0e,1.96,0.2959
7i0k,1.99,0.2848
7i0y,1.84,0.2737
7i0z,1.87,0.2601
7i1f,1.77,0.25995
7i2a,1.51,0.23083
7i2g,1.85,0.24669
7i2i,1.74,0.2393
7i2o,1.86,0.24431
7i2v,1.76,0.2562
7i37,1.151,0.2477
7i3a,1.15,0.2311
7i3e,1.151,0.208
7i3t,1.48,0.247
7i4t,1.507,0.2418
7i68,1.65,0.2349
7i72,1.51,0.224
7i78,2.092,0.2979
7i7z,1.35,0.236
7i83,1.51,0.223
7i8c,1.57,0.217
7i8d,1.38,0.216
7i8g,1.23,0.201
7i8k,1.377,0.2297
7i9q,2.024,0.2775
7iam,1.943,0.2687
7iau,1.7,0.2364
7iaw,1.45,0.1932
7iax,1.6,0.2027
7ib2,1.51,0.2065
7ib4,1.62,0.1971
7ibc,2.13,0.2955
7ibe,1.68,0.22568
7ibi,1.79,0.25419
7iby,1.84,0.244
7ibz,1.84,0.23984
7icw,1.61,0.23843
7icy,1.79,0.24167
7idb,1.68,0.24188
7idw,1.79,0.23579
7iek,1.77,0.25221
7ien,1.77,0.24751
7ieo,1.72,0.25188
7if4,1.13,0.1717
7ifh,1.03,0.1746
7ifo,1.09,0.1712
7ifv,1.15,0.1721
7ifz,1.07,0.1744
7igd,1.06,0.1609
7igs,1.09,0.1725
7igz,1.85,0.2428
7ihb,1.08,0.1627
7ihq,1.09,0.1588
7ihw,1.04,0.158
7ihy,1.18,0.162
7ii2,1.12,0.1623
7ii3,1.3,0.189
7iia,1.39,0.1911
7ij7,1.01,0.1615
7ij9,1.0,0.1732
7ijb,1.0,0.1573
7ijc,1.0,0.1817
7ijj,0.98,0.1723
7ik3,1.298,0.2535
7iqa,1.56,0.2461
7iqc,1.64,0.25626
7iqp,1.39,0.23789
7iqz,1.6,0.25308
7irc,1.52,0.26086
7irr,1.68,0.24983
7is2,1.49,0.24451
7iso,1.56,0.24652
7isv,1.68,0.25725
7iti,1.63,0.25294
7jgm,2.31,0.2455
7jgw,1.3,0.1985
7jhi,2.5,0.2476
7jib,2.65,0.1809
7jif,1.757,0.2498
7jii,1.532,0.2028
7jkb,2.55,0.2916
7jkv,1.25,0.1769
7jl5,2.6,0.2661
7jlm,2.3,0.249
7jnb,2.0,0.2349
7jnw,1.292,0.1518
7joc,1.385,0.1762
7joo,2.4,0.2966
7jow,1.91,0.2075
7jsp,1.7,0.2049
7jta,2.801,0.2463
7jtj,1.94,0.2167
7jtm,2.43,0.2509
7ju2,1.85002183464,0.233909689005
7juf,1.4,0.1705
7juj,2.2,0.2665
7juo,2.2,0.2758
7jve,2.31,0.2085
7jvg,1.4,0.196
7jwn,2.6,0.2307
7jx6,1.61,0.2331
7jxf,1.5,0.1748
7jxl,2.4,0.2393
7jxn,2.0,0.3012
7jy2,1.5,0.303
7jya,2.46,0.2603
7jyr,2.32,0.2474
7jyu,2.75,0.259
7jze,2.0,0.22264
7jzj,2.46,0.2584
7k0g,1.85,0.2395
7k1r,2.4,0.2275
7k1u,2.4,0.2173
7k3i,1.2,0.2065
7k4t,0.999,0.1813
7k4x,1.6,0.2275
7k6u,1.605,0.1961
7k73,1.8,0.1766
7k7e,2.3,0.2411
7k7q,2.27,0.2153
7k82,2.1,0.2217
7k8r,2.0,0.2367
7ka0,2.4,0.2147
7kaz,1.854,0.2487
7kbm,2.0,0.2574
7kbp,2.3,0.232
7kcg,1.87,0.2543
7kci,1.95,
7kcj,1.997,0.2303
7kcv,1.6,0.1976
7kd3,2.3,0.2578
7kd6,2.6,0.221
7kdf,2.72,0.2417
7ke3,2.2,0.2705
7keg,2.9,0.218
7kei,1.75,0.2333
7kel,2.1,0.2526
7kfp,1.9,0.1953
7kg8,1.43,0.1923
7kgk,2.6,0.2764
7kgx,2.0,0.2208
7kgy,2.2,0.1929
7khm,2.88,0.3245
7khs,1.78,0.2961
7kid,2.5,0.279
7kih,1.467,0.2156
7kjb,2.8,0.246
7kka,2.5,0.2522
7kkv,2.0,0.188
7kl2,2.56,0.293
7km7,1.8,0.2085
7kmi,1.73,0.2172
7kmm,1.899,0.2381
7kn7,2.73,0.2409
7kot,1.74,0.2286
7kpc,1.76,0.1686
7kpo,1.28,0.1803
7kpu,1.43,0.1827
7kpy,1.7,0.2388
7kpz,1.703,0.2187
7kqg,2.6,0.2859
7kqk,2.6,0.231
7kri,1.58,0.1953
7ks4,1.887,0.2211
7kt6,1.87,0.1932
7kta,1.844,0.1984
7ktf,1.489,0.1871
7kto,2.13,0.2471
7ku1,2.39,0.2637
7kuf,2.6,0.2547
7kuz,2.25,0.2183
7kv2,1.8,0.194
7kv6,1.6,0.2043
7kvn,2.7,0.2898
7kvp,2.75,0.2725
7kw3,2.3,0.206
7kwf,2.82,0.3336
7kwj,2.58,0.2784
7kwy,1.7,0.2079
7kx5,2.6,0.2792
7kxf,2.141,0.2341
7kxm,1.33,0.247
7kxz,2.4,0.2188
7kyk,2.15,0.2236
7kyx,1.63,0.2102
7kz3,1.55,0.1809
7kz4,1.75,0.2065
7kzh,2.49,0.2631
7l0a,1.6,0.177
7l14,1.8,0.2044
7l1c,1.96,0.2051
7l1g,2.47,0.255
7l1h,1.5,0.1846
7l24,2.68,0.272
7l4c,2.11,0.2149
7l4g,2.2,0.196
7l4j,2.451,0.24
7l5f,1.51,0.1815
7l5h,1.8,0.2502
7l5m,2.33,0.2787
7l5o,1.21,0.178
7l5p,2.14,0.2582
7l5t,1.88,0.196
7l65,1.35,0.1698
7l69,1.91,0.2237
7l6r,1.98,0.1664
7l71,0.97,0.1501
7l78,2.4,0.2966
7l8n,1.94,0.2069
7l9e,2.29,0.2063
7l9h,1.85,0.2273
7la8,1.8965,0.229055608869
7laf,2.44,0.2722
7lak,1.831,0.2125
7laq,2.58,0.2287
7lbw,2.84,0.2321
7lcd,1.98,0.2091
7lcf,2.69,0.2693
7lfq,2.7,0.2161
7lg2,2.4,0.2537
7lg4,1.81,0.2275
7lg7,2.3,0.2056
7lgt,1.97,0.246
7lgx,1.8,0.2368
7ljb,2.97,0.2404
7ljn,1.6,0.2176
7lk5,1.38,0.166
7lk6,1.48,0.169
7lka,1.981,0.2637
7ll9,2.9,0.3153
7lmi,1.707,0.2156
7lnu,2.5,0.2868
7lod,1.02,0.2135
7lop,2.246,0.268
7lpr,2.05,
7lq3,2.55,0.2684
7lqc,1.02,0.128
7lqd,1.95,0.2462
7lr1,1.8,0.1726
7lr5,1.7,0.2296
7lr8,1.6,0.1906
7lsg,1.86,0.2123
7lsz,1.7,0.1875
7lt5,2.54,0.2115
7ltf,2.2,0.2376
7lti,0.91,0.1701
7ltv,0.95,0.1699
7luh,1.84,0.194
7lvz,1.89,0.2276
7lx6,1.05,0.2017
7lyh,1.9,0.2219
7lzo,1.93,0.2063
7lzq,1.71,0.1936
7lzt,1.55,0.1966
7lzz,2.0,0.229
7m00,2.0,0.2654
7m11,1.83,0.2524
7m16,1.42,0.2146
7m1a,1.42,0.199
7m2f,1.632,0.2575
7m2n,2.5,0.25769
7m2o,2.07,0.16607
7m47,1.648,0.2082
7m49,1.6,0.216
7m4d,1.817,0.254
7m4h,1.923,0.2275
7m4j,2.377,0.2612
7m55,1.4,0.1996
7m56,1.957,0.2099
7m5u,2.02,0.2283
7m60,2.3,0.2069
7m89,1.83,0.2133
7m92,2.35,0.2471
7m9h,1.891,0.1957
7m9v,1.891,0.2082
7ma4,1.989,0.2407
7mc4,2.5,0.2853
7mcm,2.05,0.199
7mcp,2.4,0.1732
7meg,1.8,0.2319
7mel,1.75,0.1972
7mfu,1.7,0.2149
7mg9,2.55,0.314
7mga,2.0,0.229
7mh5,2.85,0.205
7mh7,2.61,0.2597
7mha,2.79,0.1779
7mhd,2.03,0.2457
7mhg,1.5302,0.205
7mhh,2.1908,0.2525
7mju,2.1,0.2059
7mk7,2.42815184462,0.272785621752
7mkc,2.65,0.2421
7mlw,2.7,0.2703
7mm1,1.85,0.1385
7mm8,1.43,0.2041
7mmb,1.99,0.2227
7mmr,2.0,0.2341
7mnh,1.24,0.1868
7mns,2.1,0.2025
7mo3,2.05,0.2282
7mod,1.65,0.1432
7moh,1.9,0.1481
7mom,1.7,0.141
7moy,1.78,0.2083
7mp0,2.6,0.2476
7mpo,1.95,0.1881
7mqn,2.21,0.2197
7mqt,1.88,0.1967
7ms2,2.04,0.2297
7ms9,2.2,0.2347
7msd,2.2,0.2125
7mx4,1.73,0.2388
7mxw,2.836,0.2653
7myc,1.9,0.2189
7mys,2.4,0.2252
7mzm,2.3,0.2573
7n13,1.59,0.254
7n1b,2.81,0.2691
7n2m,2.9,0.228
7n39,1.56,0.2127
7n3e,2.06,0.2278
7n3u,2.65,0.2668
7n4i,2.284,0.2378
7n4q,1.5,0.2201
7n5s,2.86,0.2722
7n5t,2.9,0.3093
7n63,1.4,0.1897
7n6h,1.28,0.2542
7n6p,2.15,0.2309
7n7o,2.7,0.2526
7n7x,2.097,0.2592
7n8f,2.35,0.2532
7n8s,2.79,0.3218
7n93,2.74,0.29
7n9d,2.1,0.2385
7na1,2.3,0.3542
7nb5,2.13,0.22773
7ncz,1.64,0.19
7nde,1.45,0.1738
7ndl,2.223,0.1934
7ndq,2.551,0.2963
7neb,2.2,0.255
7nen,1.98,0.328
7nex,1.81,0.2277
7ney,1.74,0.21499
7ng1,1.67,0.2046
7ngm,1.76,0.2448
7nhj,2.16,0.2746
7nia,2.3,0.2351
7nkw,2.27,0.227
7nl7,2.1,0.2178
7nlc,1.398,0.239
7nle,1.4,0.2268
7nmm,2.3,0.2425
7nmo,1.2,0.1586
7nnc,1.7,0.1622
7nnd,1.4,0.1723
7nne,1.96,0.2601
7nnr,1.7,0.1675
7nnv,1.67,0.1805
7nny,1.57,0.1842
7nq1,1.6,0.1927
7nqf,2.02,0.2593
7nqs,2.56,0.2411
7nr3,1.897,0.2364
7ns8,2.3,0.2572
7nt1,2.85,0.2784
7nto,1.23,0.1716
7nty,2.39,0.2488
7nu6,2.2,0.2407
7nud,1.65,0.2139
7nuf,2.00040159011,0.256435758256
7ny4,1.4,0.1871
7nyl,1.95,0.2545
7nym,1.614,0.1976
7nyq,1.6,0.2146
7nzb,1.959,0.281
7o0q,2.49,0.2778
7o1i,2.3,0.2595
7o1o,1.25,0.1523
7o22,1.8,0.1825
7o2a,1.57,0.218
7o2b,2.03,0.258
7o2t,2.65,0.2606
7o35,1.8,0.2033
7o36,2.0,0.2406
7o3i,1.5,0.2075
7o3s,2.0,0.2013
7o48,2.0,0.2124
7o50,1.9,0.219472983595
7o52,2.41,0.264
7o5o,1.8,0.2144
7o5u,1.8,0.223
7o61,1.78,0.21
7o6f,2.0,0.2156
7o6m,1.4,0.2006
7o6n,2.17,0.2447
7o6o,1.4,0.2093
7o6x,2.2,0.2582
7o76,1.131,0.1781
7o7a,1.99,0.2466
7o7g,1.6,0.2046
7o7t,2.05,0.2431
7o7v,1.9,0.1918
7o82,1.69,0.2031
7o83,2.38,0.2908
7o8c,2.0,0.2293
7o8k,1.9,0.3444
7o97,2.0,0.274
7oa3,2.8,0.2413
7oa7,1.45,0.201
7oal,2.17,0.2744
7obn,2.45,0.283
7obo,2.3,0.24
7obv,1.3,0.1544
7ocm,1.7,0.1945
7ocz,1.82,0.2098
7odo,1.4,0.1633
7odz,1.6,0.1682
7og8,1.4,0.2795
7ogf,1.8,0.333
7ohh,1.45,0.2073
7ohn,1.62,0.2014
7oho,2.88,0.2734
7ohz,2.27,0.3139
7oi1,1.9,0.2079
7oiq,1.85,0.2087
7ois,2.3,0.3062
7ojp,2.84,0.2163
7okf,1.6,0.178
7ol1,2.6,0.2389
7ol9,2.9,0.2775
7olb,1.1,0.1572
7olu,1.793,0.1942
7omi,1.76,0.2609
7omr,1.5,0.1861
7ook,2.23,0.2158
7ool,2.85,0.2867
7opg,1.93,0.2078
7opv,1.95,0.2035
7ora,2.6,0.2448
7orp,1.43,0.1659
7ors,1.8,0.1804
7orx,2.6,0.2329
7oua,2.09,0.2704
7ouz,0.9,0.1196
7ovg,1.65,0.18204
7ovo,2.1,0.2339
7ow1,1.4,0.20035
7ow3,2.46,0.25954
7own,2.1,0.215
7owp,1.81,0.191
7oxb,2.56,0.2274
7oy3,1.78,0.1936
7oy4,2.0,0.2385
7oy7,1.7,0.2055
7oye,2.62,0.2753
7oyr,1.15,0.1507
7ozb,1.71,0.2442
7oze,2.7,0.2635
7ozq,1.91,0.2185
7ozz,2.7,0.2367
7p01,2.12,0.1952
7p0f,1.85,0.249
7p0k,2.2,0.2708
7p0o,1.65,0.23645
7p1c,2.5,0.2494
7p1d,1.69,0.2379
7p1y,2.38,0.2269
7p25,1.47,0.1941
7p31,2.36,0.2355
7p3h,2.1,0.2339
7p49,2.05,0.2791
7p4l,2.3,0.2434
7p4o,1.69,0.2058
7p4q,2.2,0.223
7p53,1.57,0.2738
7p56,1.735,0.2211
7p5n,1.89,0.2159
7p5o,2.48,0.2584
7p6q,2.89,0.2659
7p6r,1.9,0.2805
7p6s,1.35,0.2244
7p6t,1.4,0.2236
7p7o,1.87,0.2103
7p83,2.218,0.2431
7p85,1.47,0.1744
7p8x,1.4,0.1977
7pa4,1.45,0.1609
7pax,2.0,0.2325
7pd9,1.39,0.1494
7pdi,1.69,0.2448
7pdy,2.54,0.2518
7pef,1.54,0.184
7pek,1.74,0.2065
7pfk,1.55,0.1862
7pga,2.77,0.2533
7pi4,2.24,0.2512
7pie,1.427,0.157911223999
7pj6,1.3,0.1745
7pj9,1.72,0.2274
7pjh,2.35,0.2348
7pkv,1.68,0.2271
7plb,1.73,0.2178
7plc,2.15,0.2502
7ppl,1.53,0.1972
7ppy,2.42,0.2353
7pq8,1.329,0.2192
7pq9,2.8,0.2537
7pqf,1.82,0.2347
7pqs,2.2,0.2356
7prn,2.25,0.222
7psp,2.61,0.2857
7puw,1.42,0.2017
7pvg,2.27,0.2469
7pwb,1.87,0.2366
7px0,2.2,0.2203
7pxv,1.5,0.207
7pya,2.2,0.2525
7pym,1.75,0.1936
7pyo,1.4,0.1632
7pyw,1.4,0.1534
7pze,2.6,0.28
7pzj,2.1,0.2131
7pzz,1.65,0.1779
7q0o,0.96,0.1291
7q18,1.804,0.233
7q1h,1.31,0.1778
7q1n,2.35,0.2261
7q1t,1.68,0.2211
7q20,1.95,0.21883
7q27,1.5,0.1781
7q3t,1.788,0.2131
7q5c,2.717,0.328
7q5x,1.21,0.1759
7q6b,1.8,0.2666
7q6t,2.05,0.2155
7q7q,2.25,0.2028
7q81,2.85,0.2136
7q8f,1.49,0.1969
7q8h,1.75,0.1842
7q8j,1.64,0.2175
7q8r,2.282,0.2285
7q9x,1.6,0.2612
7qau,2.3,0.2475
7qaw,2.285,0.2475
7qb1,2.2,0.2494
7qb6,2.52,0.223
7qbf,1.85,0.2048
7qc1,2.51,0.2333
7qck,1.92,0.224
7qcs,2.804,0.3049
7qdk,1.41,0.1765
7qe2,2.15,0.2395
7qeh,1.67,0.1904
7qej,1.81,0.2108
7qf3,1.1,0.1702
7qfa,2.0,0.2117
7qff,1.5,0.1944
7qhj,1.4,0.2126
7ql7,2.3,0.2345
7ql8,1.807,0.3002
7qmc,1.79,0.2157
7qml,1.79,0.1902
7qmp,1.79,0.2464
7qnf,2.14,0.2257
7qng,2.7,0.2289
7qo8,1.95,0.204
7qp3,1.85,0.1998
7qpq,2.2,0.24309
7qpw,1.15,0.1654
7qqc,0.95,0.1555
7qqm,1.6,0.1983
7qrx,2.2,0.2716
7qs9,1.8,0.2874
7qsf,1.6,0.2109
7qsj,1.35,0.1768
7qsx,2.7,0.2603
7qsz,2.25,0.1939
7qtw,1.41,0.2149
7qu9,2.14,0.2248
7qub,2.07,0.2188
7qux,1.48,0.2037
7qv8,2.15,0.3056
7qvr,1.9,0.2883
7qw3,1.78,0.1713
7qw5,2.3,0.2238
7qwc,1.69,0.2342
7qwe,1.34,0.237
7qwi,2.15,0.1945
7qx1,1.49,0.2424
7qxv,1.67,0.281
7qyc,1.35,0.14836
7qyv,2.25,0.2369
7qz0,2.1,0.2036
7qz6,2.15,0.2848
7qzf,2.2,0.2688
7qzg,2.1,0.2776
7qzh,1.92,0.202
7qzx,1.24,0.179
7qzz,2.52,0.2399
7r01,2.256,0.2104
7r02,2.3,0.1855
7r1m,1.64,0.235
7r1p,1.42,0.219
7r1z,1.94,0.2425
7r3o,2.2,0.2418
7r3y,2.6,0.2702
7r57,1.4,0.1845
7r63,2.0,0.244
7r6g,2.61,0.224
7r7i,2.85,0.2917
7r7w,1.17,0.1575
7r84,1.336,0.2081
7r8q,2.0,0.2199
7r8r,1.8,0.2353
7r9g,2.4,0.264
7r9w,1.75,0.2127
7raa,2.69,0.294
7rat,1.5,
7rby,2.82,0.2868
7rc3,1.53,0.184
7rc9,2.76,0.2618
7rce,2.42,0.2728
7rd4,1.75,0.2327
7rda,1.92,0.2319
7rde,1.31,0.162
7rdl,2.71,0.2582
7rdm,2.08,0.2191
7rdn,2.49,0.2625
7rds,2.5,0.2445
7rdt,2.1,0.2306
7re7,2.547,0.2196
7rea,1.49,0.1673
7red,1.53,0.1669
7reg,1.77,0.2206
7rf4,2.27,0.2443
7rf8,2.09,0.2388
7rfm,2.68,0.2286
7rfu,2.498,0.2761
7rfx,2.1,0.2076
7rgs,2.1,0.2375
7rgy,1.337,0.1901
7rh8,1.69,0.1917
7rhv,2.0,0.2136
7rie,2.49,0.2286
7rji,1.71,0.224
7rjo,1.38,0.1979
7rke,1.55,0.2726
7rkp,2.36,0.2551
7rls,2.0,0.201
7rmm,1.97,0.2465
7rmw,2.45,0.2397
7rpc,2.58,0.2866
7rq0,1.95,0.2703
7rqa,2.4,0.2895
7rrz,1.83,0.2575
7rsf,2.13,0.2336
7rsm,2.15,0.3087
7rsr,1.98,0.2106
7rt7,2.49,0.232
7rud,2.8,0.2873
7rum,2.99,0.2722
7rvt,2.1,0.3076
7rxf,1.16,0.1709
7s04,2.52,0.2447
7s0l,2.65,0.2294
7s18,2.14,0.2894
7s1n,2.11,0.2674
7s2e,1.6,0.2117
7s2w,1.6,0.2506
7s31,1.6,0.2365
7s3u,1.45,0.1921
7s3x,1.95,0.2444
7s4y,1.71,0.25774
7s6e,1.973,0.1737
7s6q,1.96,0.2267
7s75,1.8,0.3086
7s7j,1.15,0.1572
7s8h,2.7,0.2508
7s8i,1.66,0.2164
7s8k,2.55,0.2205
7s8s,1.87,0.225
7s9n,1.71,0.2364
7s9x,1.69,0.2623
7sa6,2.9,0.2899
7sa8,2.5,0.2689
7sa9,1.69,0.216
7sap,1.79,0.1875
7sbj,1.85,0.1788
7scd,2.9,0.2524
7scm,2.272,0.2379
7scr,2.12068485322,0.266728263951
7sdd,1.85,0.2049
7sej,2.51,0.2527
7sem,2.2,0.239
7sen,2.09,0.2533
7sf0,1.95000442951,0.247087454328
7sfa,1.65,0.1969
7sfm,2.149,0.2049
7sfo,1.9,0.2255
7sir,1.65,0.1921
7sjy,2.0,0.2341
7ske,1.24,0.1925
7smc,2.7,0.2982
7smz,2.04,0.2253
7snt,2.2,0.264
7soh,1.81,0.212
7sp0,1.83,0.2162
7spe,1.7,0.2117
7sqi,1.7,0.2052
7ssb,1.4,0.225
7su9,1.99,0.2144
7suy,1.405,0.1873
7svn,2.78,0.3489
7szg,2.69,0.2436
7szt,2.32,0.2945
7t0g,1.53,0.2117
7t18,1.7,0.2253
7t1d,1.75,0.2128
7t2i,1.89,0.1993
7t2j,2.7,0.2793
7t2x,2.6,0.2767
7t3s,2.966,0.2992
7t49,1.75,0.241
7t4a,1.8,0.225
7t4h,1.51,0.191
7t51,2.5,0.2886
7t5e,1.9,0.182
7t8i,2.1,0.3464
7t99,2.65,0.2649
7taz,2.4,0.2362
7tbb,1.85,0.2599
7tc2,1.43,0.27
7tcl,1.97,0.2124
7tcx,2.21,0.2206
7td8,2.6,0.2098
7te4,2.456,0.2966
7th7,1.3,0.1473
7tha,1.75,0.2111
7thf,1.1,0.1477
7thq,2.46,0.255
7ti1,2.0,0.214
7tih,2.35,0.2351
7tiv,2.08,0.2157
7tlq,2.2,0.2413
7tmb,2.1,0.231
7tmy,2.21,0.2168
7tn4,1.85,0.2173
7tnd,1.825,0.2447
7toi,1.13,0.1647
7tpw,1.18,0.1582
7tq0,1.81,0.2198
7ts1,2.06,0.2567
7tsq,2.11,0.2293
7tss,1.75,0.2326
7ttb,1.80159202452,0.223911407816
7tuh,2.3,0.2398
7tvn,1.2,0.1489
7twt,0.9,0.1202
7txn,1.95,0.2218
7tz4,1.69,0.1786
7u04,2.31,0.2562
7u1b,2.62,0.2336
7u1c,2.09,0.2098
7u2j,2.55,0.2562
7u2s,1.55,0.1929
7u33,2.6,0.2641
7u35,1.95,0.2045
7u36,2.75,0.2753
7u3i,1.991,0.2299
7u4b,1.92,0.2699
7u4g,1.65,0.2147
7u55,1.97,0.2226
7u57,2.37,0.3268
7u5y,2.55,0.2576
7u6z,1.30001992416,0.213748167576
7u7j,1.58,0.2129
7u7l,1.47,0.1936
7u7x,1.65,0.2098
7u87,1.701,0.2399
7u9c,2.1,0.2184
7u9j,2.09,0.2163
7ue7,1.55,0.1963
7uei,1.2,0.1504
7uek,2.1,0.2478
7uel,1.9,0.2155
7ues,1.8,0.1972
7ueu,2.0,0.2201
7uf6,2.0,0.2393
7ufa,2.5,0.2835
7ufj,2.5,0.2382
7ufx,2.8,0.2257
7ug5,1.8,0.2237
7ugl,1.5,0.1811
7uh4,2.2,0.2667
7uhi,2.2,0.2661
7uhj,2.2,0.2383
7uhx,1.3,0.1663
7uia,2.59,0.24897
7uij,2.701,0.256
7ujc,1.78,0.23
7uje,2.4999681528,0.239203283376
7ujk,2.43265583434,0.24744059169
7ujr,1.95,0.2516
7uk7,1.95,0.1917
7ukn,2.9,0.261
7ula,2.46,0.2535
7ulf,1.61,0.2118
7uli,1.9,0.243
7ulj,1.82,0.2191
7uls,1.8,0.2199
